Material,Número de material,Ce.,Alm.,UMB,Fabricante,Número de un fabricante,Ubic.
0LM2464,MAXI-PRODUCTS BOL FIBRA DE CAÑA 450CC 50,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2473,RECIFLEX BOLSA IND. VERDE G90 85x105 10U,D131,0001,UN,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM2476,EL MAYORDOMO ESPRAY MOPA 1000CC,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2477,MAXI-PRODUCTS PLT OVA FIB CAÑA 26x19 25U,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2480,RECIFLEX BOLSA IND. AMAR. G90 85x105 10U,D131,0001,UN,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM2481,GC HIGIENICO 2C. ECO+495/100M-18U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2482,GC SECAMANOS 2C. 106M 6U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2483,COMBO VASO+TAPA NAT 4OZ 120CC 50U,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2484,COMBO VASO+TAPA NAT 8OZ 250CC 50U,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2485,FILM TRANSPARENTE 45x250,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2486,FILM TRANSPARENTE 30x250,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2487,RESMA PAPEL HORNO 40X60 39G 500U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2491,EL MILAGRITO DESENGRASANTE 5L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2493,GC HIGIENICO 2C. 140S 12U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2496,PAPEL DE ALUMINIO 11 MICRES 29 x 200,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2497,VASO CAFE PAPEL NATURE 4OZ 120CC 50U,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2498,VASO CAFE+LECHE PAPEL NAT 8OZ 250CC 50U,D131,0001,PAK,15570,"COMERGRUP, S.L.",ZCG
0LM2499,DOAL PAPEL VEGETAL HORNO 8M 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2501,BOLSA KRAFT C/ASA 32x26CM 50U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2505,VASO CORTADO DE PAPEL NATURE 7oz 20CL 50,D131,0001,TIR,15570,"COMERGRUP, S.L.",ZCG
0LM2514,PAPEL DE ALUMINIO 11 MICRAS 39 x 200 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2533,FERRER KIT BABERO CALÇOTS 12U,D131,,,,,ZCG
0LM2534,SALSERA RED. BISAGRA TRANS. PP 30ML 50U,D131,,,,,ZCG
0LM2535,BARQUETA RECTANGULAR FRITOS KRAFT 100U,D131,,,,,ZCG
0LM2545,BOLSA INDUSTRIAL ROJA G90 85x105  10U,D131,,,,,ZCG
0LM2546,DPALILLO BROCHETA BAMBU 20CM x 100U,D131,,,,,ZCG
0LM2548,DPALILLO BROCHETA BAMBU 15CM x 200U,D131,,,,,ZCG
0LT0009,LETONA GRAN CREME 1L VR 12U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,AC05A2
0LT0020,CACAOLAT ORIGINAL 1L PET 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02B1
0LT0021,CACAOLAT MINIBRIK SLIM 20CL P6 24U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,CAMARA
0LT0030,LETONA DESNATADA 0% 1L VR 12U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,BA001A2
0LT0032,CACAOLAT VIDRIO 20CL RET 30U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,AC04A3
0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA06A3
0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA05A2
0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA05A3
0LT0036,CACAOLAT VIDRIO 20CL SR 24U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA03A2
0LT0063,CHUFI HORCHATA 20CL VNR 12U,D131,0005,CAJ,30453,LACTALIS FOOD SERVICE IBERIA S.L,ZCG
0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02A2
0LT0091,LETONA SEMI ESP.HOST.1L VR 12U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,BA01A1
0LT0093,ATO DESNATADA SIN LACTOSA 1L 6U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LT0100,YOSOY SOJA 1L BRIK 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,A0DISTRIDA
0LT0101,YOSOY ARROZ 1L BRIK 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,ZCG
0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,FA03A1
0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02A1
0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02A2
0LT0292,YOSOY ARROZ+COCO 1L BRIK 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,ZCG
0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA01B1
0LT0437,YOSOY SOJA S/GLUTEN BARISTA 1L BRIK 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,ZCG
0LT0520,LETONA UHT BRIK DESNATADA 1L 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02A2
0LT0528,LA LEVANTINA ALMENDRA ESP. HOST 1L 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,FA02A3
0LT0534,YOSOY BEBIDA ARROZ+AVELLANAS 1L 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,ZCG
0LT0535,YOSOY BARISTA BEBIDA ALMENDRA 1L 6U,D131,0001,CAJ,32833,LIQUATS VEGETALS SA,ZCG
0RA0119,"DON SIMON SANGRIA 1,5L",D131,,,,,ZCG
0RA0186,SANDEVID TDV LIMON 33CL VNR 24U,D131,0001,CAJ,37812,"PRODUCTOS DE VITICULTURA, S.A.",ZCG
0RA0207,"SANDEVID SPRITZ 27,5CL PACK 12U",D131,0001,CAJ,37812,"PRODUCTOS DE VITICULTURA, S.A.",A0DISTRIDA
0RA0208,SANDEVID SPRITZ ROSCA 75CL PACK 6U,D131,0001,CAJ,37812,"PRODUCTOS DE VITICULTURA, S.A.",A0DISTRIDA
0RF0004,"GEISER SIFON  1,5 L. 6U",D131,0001,CAJ,30460,SANMY SA,DA07A2
0RF0006,FUENTPINOS GASEOSA 50CL RET 20U ,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC08A3
0RF0010,"LIMON GLAS 1,5 S/R 6U",D131,0001,CAJ,30460,SANMY SA,CA07A1
0RF0012,FUENTPINOS GASEOSA  500 PET 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,CA07A2
0RF0014,ZALA GASEOSA 50CL VID. RET 20U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),BA02A3
0RF0018,/-COCA COLA ZERO 2L PET 6U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0019,/-COCA COLA LATA 33CL 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA04A2
0RF0020,/-FANTA NARANJA LATA 33CL 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA05A3
0RF0021,/-FANTA LIMON LATA 33 CL 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA05A2
0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA06A2
0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA06A1
0RF0079,/-COCA COLA ZERO LATA 33CL 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CA03A3
0RF0083,/-SPRITE 33CL LATA 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0124,/-COCA COLA 2L PET 6U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0168,/-FANTA NARANJA 2L PET 6U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0169,/-FANTA LIMON 2L PET 6U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0200,"/-COCA COLA ZERO VR 23,7 24U",D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0287,/-COCA COLA VR237 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",AC06A1
0RF0292,/-FANTA NARANJA VR237 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0293,/-FANTA LIMON VR237 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0332,ZALA GASEOSA 50CL S/R 12U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),DA09A1
0RF0337,/-COCA COLA ZERO ZERO 33CL LATA 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0358,RED BULL ZERO 25CL LATA 24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0RF0423,/-SPRITE VR20 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",ZCG
0RF0445,GEISER LIMONADA 2L SR 6U,D131,0001,CAJ,30460,SANMY SA,A0DISTRIDA
0RF0482,TRINA NARANJA SLEEK 33CL 24U,D131,0001,CAJ,33298,"SCHWEPPES, S.A.",CB05A2
0RF0489,SCHWEPPES TONICA 20CL SR 24U,D131,0001,CAJ,33298,"SCHWEPPES, S.A.",DB05A2
0RF0491,SCHWEPPES LIMON 20CL SR 24U,D131,,,,,ZCG
0RF0576,RED BULL SUGAR FREE 25CL LATA 24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0RF0609,RED BULL ENERGY 355ML LATA  24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0RF0948,FRITZ-KOLA ORIGINAL 33CL 24U,D131,0001,CAJ,63302,Fritz-kola GmbH,DA01A1
0RF0954,FRITZ NARANJA 33CL 24U,D131,0001,CAJ,63302,Fritz-kola GmbH,DA01A2
0RF0955,FRITZ LIMON 33CL 24U,D131,0001,CAJ,63302,Fritz-kola GmbH,DA02A2
0RF1070,RED BULL WATER MELON 25CL LATA 24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0RF1074,RED BULL COCO Y ARANDANOS LT 25CL 24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0RF1081,GEISER SIFON  75CL VIDRIO RET 8U,D131,0001,CAJ,30460,SANMY SA,DA07A3
0RF1094,CASA NEGRE GASEOSA 1L VR 10U,D131,0001,CAJ,9022,"CASA NEGRE, S.A.",ZCG
0RF1170,/-SEVEN UP ZERO LATA 33CL 24U,D131,0001,CAJ,33298,"SCHWEPPES, S.A.",ZCG
0RF1618,CASA NEGRE GASEOSA 1/2 VR 20U,D131,0001,CAJ,9022,"CASA NEGRE, S.A.",ZCG
0RF1629,FRITZ-KOLA SUPERZERO 33CL SR 24U,D131,0001,CAJ,63302,Fritz-kola GmbH,DA02A1
0RF1697,/-COCA COLA IMPORT LATA33 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CACB04A1
0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,D131,0001,CAJ,22438,"COCA-COLA IBERIAN PARTNERS, S.A",CB05A3
0RF1709,RED BULL SPRING WOODRGRAPE 25CL 24U,D131,0001,CAJ,33003,RED BULL ESPAÑA SL,ZCG
0VE0023,CASTELL D´ORDAL ROSADO 6U,D131,0005,CAJ,33786,CAVAS J.HILL SL,ZCG
0VE0041,FAUSTINO CRIANZA TINTO 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA06A3
0VE00464,SOLAR DE ZUNIL ROSADO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08A2
0VE0093,FORTIUS ROSADO 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EC03A3
0VE0106,PORTIA ROBLE 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA06B2
0VE0197,MONTERIO BLANCO S.R. 75CL 12U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EC06A2
0VE0198,MONTERIO TINTO S.R. 75CL 12U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA07A2
0VE0325,VALDESPINO JEREZ SECO 1L 1U,D131,0001,UN,37127,"JOSE ESTEVEZ, S.A.",ZCG
0VE0398,PORTIA PRIMA 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,A0DISTRIDA
0VE0403,MARQUES VITORIA CRIANZA 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,A0DISTRIDA
0VE0448,ESPINALER-VERMUT BLANCO 5L,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0VE0463,SOLAR DE ZUNIL TINTO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08A2
0VE0465,SOLAR DE ZUNIL BLANCO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08A1
0VE0503,VINYA DEL JEP TINTO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC03A3
0VE0504,VINYA DEL JEP BLANCO 75CL 6U,D131,,,,,ZCG
0VE0506,HALLAZGO JOVEN 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC06A1
0VE0507,HALLAZGO CRIANZA 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC06A2
0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC07A3
0VE0530,RECAREDO TERRES BRUT NATURE 75CL 1U,D131,0001,UN,37192,"RECAREDO MATA CASANOVAS, S.A.",ZCG
0VE0531,PRIOR  BLANCO VERDEJO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08B3
0VE0532,PRIOR BOBAL ROSADO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC08A1
0VE0533,PRIOR TINTO TEMPRANILLO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA07A2
0VE0542,IRREVERENTE TINTO JOVEN 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC07A1
0VE0543,IRREVERENTE TINTO ROBLE 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC07A2
0VE0544,IRREVERENTE TINTO CRIANZA 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC06A3
0VE0666,PORTIA VERDEJO 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA08B1
0VE0704,ESPINALER VERMUT VINTAGE 50CL 6U,D131,0001,CAJ,13667,ESPINALER 1896 SL,ZCG
0VE0945,SEÑORIO DE LAZOIRO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08B1
0VE0973,FINCA LOS TRENZONES VERDEJO 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA07A3
0VE1004,CAMPILLO TINTO CRIANZA 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,A0DISTRIDA
0VE1040,QUINTA DE TARSUS CRIANZA 75CL,D131,0001,UN,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0VE1062,GATA NEGRA TINTO JOVEN 75CL 6U,D131,0001,CAJ,34303,DE HAAN ALTES SL,A0DISTRIDA
0VE1063,GATA BLANCA BLANCO JOVEN  75CL 6U,D131,0001,CAJ,34303,DE HAAN ALTES SL,A0DISTRIDA
0VE1064,MARQUES VITORIA VERDEJO 75CL  6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,A0DISTRIDA
0VE1403,MARQUES VITORIA TINTO JOVEN 75CL  6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EC02B2
0VE1410,ALLUE CAVA BRUT NATURE 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EA08A1
0VE1419,EL COTO TINTO CRIANZA 75CL 1U,D131,0001,UN,38577,"EL COTO DE RIOJA, S.A.",ZCG
0VE1426,VINYES BON CEP BLANCO BOX 15L+GRIFO,D131,0001,UN,43437,"MAIEUTIKÉ WINERY, SL",ZCG
0VE1428,VINYES BON CEP TINTO BOX 15L+GRIFO,D131,0001,UN,43437,"MAIEUTIKÉ WINERY, SL",ZCG
0VE1429,YZAGUIRRE RESERVA VERMOUTH BLANCO 1L 1U,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE1446,YZAGUIRRE CLASICO ROJO 1L+ VASOS 6U,D131,0001,CAJ,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE1448,VINYES BON CEP MOSCATEL BOX 15L+GRIFO,D131,0001,UN,43437,"MAIEUTIKÉ WINERY, SL",ZCG
0VE2132,MONTERIO BLANCO ROSCA 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA0701
0VE2133,MONTERIO TINTO ROSCA 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,EA01A1
0VE2200,TORRACOLLONS BLANCO 75CL 6U,D131,0001,CAJ,37885,EUROALIMENT P.A.C. SLU,EA05A2
0VE2202,TORRACOLLONS TINTO 75CL 6U,D131,0001,CAJ,37885,EUROALIMENT P.A.C. SLU,A0DISTRIDA
0VE2267,MARQUES DE VARGAS RESERVA 2020 75CL 1U,D131,,,,,ZCG
0VE2592,BLANC PESCADOR BLANCO AGUJA 75CL 1U,D131,0001,UN,37047,"PERELADA COMERCIAL, S.A.",ZCG
0VE2594,VIÑA ESMERALDA BLANCO 75CL 1U,D131,0001,UN,43430,"BODEGAS TORRES, SL",ZCG
0VE2595,VIÑA SOL BLANCO 75CL 1U,D131,0001,UN,43430,"BODEGAS TORRES, SL",ZCG
0VE2600,VIÑACHY ESPUMOSO ROSADO 75CL,D131,,,,,ZCG
0VE2601,VIÑACHY ESPUMOSO BLANCO 75CL,D131,,,,,ZCG
0VE2606,SYNERA BLANCO D.O.CATALUNYA 75CL 1U,D131,0001,UN,31184,ROQUETA ORIGEN SLU,ZCG
0VE2607,TORRES DE CASTA ROSADO DO.CATALUNYA 75CL,D131,,,,,ZCG
0VE2621,VIÑA POMAL TINTO RESERVA 75CL 1U,D131,0001,UN,18009,"CODORNIU, S.A.",ZCG
0VE2625,PROTOS TINTO JOVEN 75CL 1U,D131,0001,UN,43435,"BODEGAS PROTOS, SL",ZCG
0VE2628,TORELLO CAVA BRUT NATURE 75CL 1U,D131,0001,UN,38580,"TORELLO LLOPART, S.A.",ZCG
0VE2629,GRAMONA BRUT IMPERIAL 75CL 1U,D131,0001,UN,31748,"GRAMONA, S.A.",ZCG
0VE2634,FREIXENET ICE ROSE 75CL 1U,D131,,,,,ZCG
0VE2636,CODORNIU BENJAMIN SECO 20CL PACK 3,D131,,,,,ZCG
0VE2639,CANALS I NUBIOLA TINTO 75CL 1U,D131,,,,,ZCG
0VE2640,CANALS I NUBIOLA BLANCO SECO 75CL 1U,D131,,,,,ZCG
0VE2643,EL COTO BLANCO D.O. RIOJA 75CL 1U,D131,0001,UN,38577,"EL COTO DE RIOJA, S.A.",ZCG
0VE2738,ANTAÑO TINTO JOVEN 75CL 1U,D131,0001,UN,21701,J.GARCIA CARRION S.A.,ZCG
0VE2741,HERETAT PADRUELL BRUT NATURE 75CL 1U,D131,0001,UN,21701,J.GARCIA CARRION S.A.,ZCG
0VE2851,GRAN DUQUE BLANCO 1L BRIK 12U,D131,0001,CAJ,31116,"LOPEZ MORENAS,S.L",ZCG
0VE2852,GRAN DUQUE TINTO 1L BRIK 12U,D131,0001,CAJ,31116,"LOPEZ MORENAS,S.L",ZCG
0VE2947,LAGAR DO FRADE ALBARIÑO 75CL 1U,D131,,,,,ZCG
0VE3233,CASA MARIOL VERMUT BLANCO C 1LT,D131,0001,UN,40706,CELLER MARIOL SL,EC03A1
0VE3241,CASA MARIOL VINO SYRAH RESERVA 75CL 6U,D131,0001,CAJ,40706,CELLER MARIOL SL,EC03B2
0VE3248,CASA MARIOL VINO GARNATXA TINTO 75CL 6U,D131,0001,CAJ,40706,CELLER MARIOL SL,EC03B3
0VE3263,IRREVERENTE VERMUT RESERVA 1L 1U,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),AA0049
0VE3310,CAMPILLO VERDEJO SOBRE LIAS 75CL 6U,D131,0001,CAJ,34131,BODEGAS FAUSTINO SL,A0DISTRIDA
0VE3311,MAESTRI DEL CASELE LAMBRUSCO ROSADO 75CL,D131,0001,UN,7360,"MIQUEL ALIMENTACIO GRUP, S.A.",ZCG
0VE4924,AC COSTA DAS DORNAS 75CL 6U,D131,0001,CAJ,33705,VILLANUEVA DE BEBIDAS SL,A0DISTRIDA
0VE4961,HEREDAD IBIAN RIOJA TINTO 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),A0DISTRIDA
0VE4962,HALLAZGO BLANCO JOVEN 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),EC03A3
0VE5041,HEREDAD IBIAN RIOJA CRIANZA 75CL 6U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),A0DISTRIDA
0VE5073,SOLAR SAMANIEGO CRIANZA BEL 75CL 6U,D131,0001,CAJ,47731,GRUPO SOLAR DE SAMANIEGO SL,A0DISTRIDA
0VE5153,VINYES BON CEP VERMUT NEGRO BOX 15L,D131,0001,UN,43437,"MAIEUTIKÉ WINERY, SL",ZCG
0VE5154,VINYES BON CEP VINO RANCIO BOX 15L,D131,0001,UN,43437,"MAIEUTIKÉ WINERY, SL",ZCG
0VE5250,GRANZA ROSADO ECO 75CL 6U,D131,0001,CAJ,41713,BODEGA MATARROMERA S.L.,A0DISTRIDA
0VE5251,GRANZA VERDEJO ECO 75CL 6U,D131,0001,CAJ,41713,BODEGA MATARROMERA S.L.,A0DISTRIDA
0ZU0006,GRANINI NARANJA 33CL PET 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0020,GRANINI MELOCOTON  20CL 24U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",DA09A1
0ZU0021,GRANINI NARANJA 20CL 24U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",DA09A2
0ZU0024,GRANINI PIÑA 20CL 24U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",DA09A3
0ZU0031,JUVER NECTAR MELOCOTON 20CL 24U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0032,JUVER NECTAR PIÑA 20CL 24U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0110,GRANINI POMELO ROSA 1L PET 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0112,JUVER NARANJA 850ML 12U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0127,JUVER TOMATE 1L BRIK 12U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0128,JUVER ZUMO MANZANA 20CL 24U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0217,PAGO COCTEL DE FRESA  20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0218,PAGO MANGO MARACUYA 20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0219,PAGO PERA  20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0220,PAGO TOMATE  20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0221,PAGO PIÑA 1L PET 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0230,PAGO ZUMO DE MANZANA 20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0267,PAGO MELOCOTON 33CL PET 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0268,PAGO NARANJA 33CL PET 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0269,PAGO NARANJA-ZANAH-LIMÓN  33CL PET 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0270,PAGO PIÑA  100% NATURAL 33CL PET 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0271,GRANINI LIMONADA 20CL 24U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0273,JUVER DISFRU. MELOCOTO SLIM S/AZU 1L 12U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0274,JUVER DISFRU PIÑA SLIM S/AZUCAR 1L 12U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0276,JUVER DISFRUTA PIÑA 20CL MB 30U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0277,JUVER DISFRUTA MELOCOTON 20CL MB 30U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0283,JUVER SEL. NARANJA CON PULPA 20CL 24U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0287,GRANINI ZANAHORIA-NARANJA 33CL 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0309,PAGO ACE 1L PET 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0311,PAGO NARANJA   1L PET 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0405,GRANINI INMUNE ZAN/NARJ NUEVA FORM 1L 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
